hhid,indid,APER,gender,age,educ,vehicles,income,school,employment
449980527,44998052702,2,1,0,0,2,0,0,0
449980528,44998052802,2,1,0,0,2,0,0,0
449980529,44998052902,2,1,0,0,2,0,0,0
449980530,44998053002,2,1,0,0,2,0,0,0
449980531,44998053102,2,1,0,0,2,0,0,0
449980532,44998053202,2,1,0,0,2,0,0,0
449980533,44998053302,2,1,0,0,2,0,0,0
449980534,44998053402,2,1,0,0,2,0,0,0
449980535,44998053502,2,1,0,0,2,0,0,0
449980536,44998053602,2,1,0,0,2,0,0,0
449980537,44998053702,2,1,0,0,2,0,0,0
449980538,44998053802,2,1,0,0,2,0,0,0
449980539,44998053902,2,1,0,0,2,0,0,0
449980540,44998054002,2,1,0,0,2,0,0,0
449980541,44998054102,2,1,0,0,2,0,0,0
449980542,44998054202,2,1,0,0,2,0,0,0
449980543,44998054302,2,1,0,0,2,0,0,0
449980544,44998054402,2,1,0,0,2,0,0,0
449980545,44998054502,2,1,0,0,2,0,0,0
449980546,44998054602,2,1,0,0,2,0,0,0
449980547,44998054702,2,1,0,0,2,0,0,0
449980548,44998054802,2,1,0,0,2,0,0,0
449980549,44998054902,2,1,0,0,2,0,0,0
449980550,44998055002,2,1,0,0,2,0,0,0
449980551,44998055102,2,1,0,0,2,0,0,0
449980552,44998055202,2,1,0,0,2,0,0,0
449980553,44998055302,2,1,0,0,2,0,0,0
449980554,44998055402,2,1,0,0,2,0,0,0
449980555,44998055502,2,1,0,0,2,0,0,0
449980556,44998055602,2,1,0,0,2,0,0,0
449980557,44998055702,2,1,0,0,2,0,0,0
449980558,44998055802,2,1,0,0,2,0,0,0
449980559,44998055902,2,1,0,0,2,0,0,0
449980560,44998056002,2,1,0,0,2,0,0,0
449980561,44998056102,2,1,0,0,2,0,0,0
449980562,44998056202,2,1,0,0,2,0,0,0
449980563,44998056302,2,1,0,0,2,0,0,0
449980564,44998056402,2,1,0,0,2,0,0,0
449980565,44998056502,2,1,0,0,2,0,0,0
449980566,44998056602,2,1,0,0,2,0,0,0
449980567,44998056702,2,1,0,0,2,0,0,0
449980568,44998056802,2,1,0,0,2,0,0,0
449980569,44998056902,2,1,0,0,2,0,0,0
449980570,44998057002,2,1,0,0,2,0,0,0
449980571,44998057102,2,1,0,0,2,0,0,0
449980572,44998057202,2,1,0,0,2,0,0,0
449980573,44998057302,2,1,0,0,2,0,0,0
449980574,44998057402,2,1,0,0,2,0,0,0
449980575,44998057502,2,1,0,0,2,0,0,0
449980576,44998057602,2,1,0,0,2,0,0,0
449980577,44998057702,2,1,0,0,2,0,0,0
449980578,44998057802,2,1,0,0,2,0,0,0
449980579,44998057902,2,1,0,0,2,0,0,0
449980580,44998058002,2,1,0,0,2,0,0,0
449980581,44998058102,2,1,0,0,2,0,0,0
449980582,44998058202,2,1,0,0,2,0,0,0
449980583,44998058302,2,1,0,0,2,0,0,0
449980584,44998058402,2,1,0,0,2,0,0,0
449980585,44998058502,2,1,0,0,2,0,0,0
449980586,44998058602,2,1,0,0,2,0,0,0
449980587,44998058702,2,1,0,0,2,0,0,0
449980588,44998058802,2,1,0,0,2,0,0,0
449980589,44998058902,2,1,0,0,2,0,0,0
449980590,44998059002,2,1,0,0,2,0,0,0
449980591,44998059102,2,1,0,0,2,0,0,0
449980592,44998059202,2,1,0,0,2,0,0,0
449980593,44998059302,2,1,0,0,2,0,0,0
449980594,44998059402,2,1,0,0,2,0,0,0
449980595,44998059502,2,1,0,0,2,0,0,0
449980596,44998059602,2,1,0,0,2,0,0,0
449980597,44998059702,2,1,0,0,2,0,0,0
449980598,44998059802,2,1,0,0,2,0,0,0
449980599,44998059902,2,1,0,0,2,0,0,0
449980600,44998060002,2,1,0,0,2,0,0,0
449980601,44998060102,2,1,0,0,2,0,0,0
449980602,44998060202,2,1,0,0,2,0,0,0
449980603,44998060302,2,1,0,0,2,0,0,0
449980604,44998060402,2,1,0,0,2,0,0,0
449980605,44998060502,2,1,0,0,2,0,0,0
449980606,44998060602,2,1,0,0,2,0,0,0
449980607,44998060702,2,1,0,0,2,0,0,0
449980608,44998060802,2,1,0,0,2,0,0,0
449980609,44998060902,2,1,0,0,2,0,0,0
449980610,44998061002,2,1,0,0,2,0,0,0
449980611,44998061102,2,1,0,0,2,0,0,0
449980612,44998061202,2,1,0,0,2,0,0,0
449980613,44998061302,2,1,0,0,2,0,0,0
449980614,44998061402,2,1,0,0,2,0,0,0
449980615,44998061502,2,1,0,0,2,0,0,0
449980616,44998061602,2,1,0,0,2,0,0,0
449980617,44998061702,2,1,0,0,2,0,0,0
449980618,44998061802,2,1,0,0,2,0,0,0
449980619,44998061902,2,1,0,0,2,0,0,0
449980620,44998062002,2,1,0,0,2,0,0,0
449980621,44998062102,2,1,0,0,2,0,0,0
449980622,44998062202,2,1,0,0,2,0,0,0
449980623,44998062302,2,1,0,0,2,0,0,0
449980624,44998062402,2,1,0,0,2,0,0,0
449980625,44998062502,2,1,0,0,2,0,0,0
449980626,44998062602,2,1,0,0,2,0,0,0
449980627,44998062702,2,1,0,0,2,0,0,0
449980628,44998062802,2,1,0,0,2,0,0,0
449980629,44998062902,2,1,0,0,2,0,0,0
449980630,44998063002,2,1,0,0,2,0,0,0
449980631,44998063102,2,1,0,0,2,0,0,0
449980632,44998063202,2,1,0,0,2,0,0,0
449980633,44998063302,2,1,0,0,2,0,0,0
449980634,44998063402,2,1,0,0,2,0,0,0
449980635,44998063502,2,1,0,0,2,0,0,0
449980636,44998063602,2,1,0,0,2,0,0,0
449980637,44998063702,2,1,0,0,2,0,0,0
449980638,44998063802,2,1,0,0,2,0,0,0
449980639,44998063902,2,1,0,0,2,0,0,0
449980640,44998064002,2,1,0,0,2,0,0,0
449980641,44998064102,2,1,0,0,2,0,0,0
449980642,44998064202,2,1,0,0,2,0,0,0
449980643,44998064302,2,1,0,0,2,0,0,0
449980644,44998064402,2,1,0,0,2,0,0,0
449980645,44998064502,2,1,0,0,2,0,0,0
449980646,44998064602,2,1,0,0,2,0,0,0
449980647,44998064702,2,1,0,0,2,0,0,0
449980648,44998064802,2,1,0,0,2,0,0,0
449980649,44998064902,2,1,0,0,2,0,0,0
449980650,44998065002,2,1,0,0,2,0,0,0
449980651,44998065102,2,1,0,0,2,0,0,0
449980652,44998065202,2,1,0,0,2,0,0,0
449980653,44998065302,2,1,0,0,2,0,0,0
449980654,44998065402,2,1,0,0,2,0,0,0
449980655,44998065502,2,1,0,0,2,0,0,0
449980656,44998065602,2,1,0,0,2,0,0,0
449980657,44998065702,2,1,0,0,2,0,0,0
449980658,44998065802,2,1,0,0,2,0,0,0
449980659,44998065902,2,1,0,0,2,0,0,0
449980660,44998066002,2,1,0,0,2,0,0,0
449980661,44998066102,2,1,0,0,2,0,0,0
449980662,44998066202,2,1,0,0,2,0,0,0
449980663,44998066302,2,1,0,0,2,0,0,0
449980664,44998066402,2,1,0,0,2,0,0,0
449980665,44998066502,2,1,0,0,2,0,0,0
449980666,44998066602,2,1,0,0,2,0,0,0
449980667,44998066702,2,1,0,0,2,0,0,0
449980668,44998066802,2,1,0,0,2,0,0,0
449980669,44998066902,2,1,0,0,2,0,0,0
449980670,44998067002,2,1,0,0,2,0,0,0
449980671,44998067102,2,1,0,0,2,0,0,0
449980672,44998067202,2,1,0,0,2,0,0,0
449980673,44998067302,2,1,0,0,2,0,0,0
449980674,44998067402,2,1,0,0,2,0,0,0
449980675,44998067502,2,1,0,0,2,0,0,0
449980676,44998067602,2,1,0,0,2,0,0,0
449980677,44998067702,2,1,0,0,2,0,0,0
449980678,44998067802,2,1,0,0,2,0,0,0
449980679,44998067902,2,1,0,0,2,0,0,0
449980680,44998068002,2,1,0,0,2,0,0,0
449980681,44998068102,2,1,0,0,2,0,0,0
449980682,44998068202,2,1,0,0,2,0,0,0
449980683,44998068302,2,1,0,0,2,0,0,0
449980684,44998068402,2,1,0,0,2,0,0,0
449980685,44998068502,2,1,0,0,2,0,0,0
449980686,44998068602,2,1,0,0,2,0,0,0
449980687,44998068702,2,1,0,0,2,0,0,0
449980688,44998068802,2,1,0,0,2,0,0,0
449980689,44998068902,2,1,0,0,2,0,0,0
449980690,44998069002,2,1,0,0,2,0,0,0
449980691,44998069102,2,1,0,0,2,0,0,0
449980692,44998069202,2,1,0,0,2,0,0,0
449980693,44998069302,2,1,0,0,2,0,0,0
449980694,44998069402,2,1,0,0,2,0,0,0
449980695,44998069502,2,1,0,0,2,0,0,0
449980696,44998069602,2,1,0,0,2,0,0,0
449980697,44998069702,2,1,0,0,2,0,0,0
449980698,44998069802,2,1,0,0,2,0,0,0
449980699,44998069902,2,1,0,0,2,0,0,0
449980700,44998070002,2,1,0,0,2,0,0,0
449980701,44998070102,2,1,0,0,2,0,0,0
449980702,44998070202,2,1,0,0,2,0,0,0
449980703,44998070302,2,1,0,0,2,0,0,0
449980704,44998070402,2,1,0,0,2,0,0,0
449980705,44998070502,2,1,0,0,2,0,0,0
449980706,44998070602,2,1,0,0,2,0,0,0
449980707,44998070702,2,1,0,0,2,0,0,0
449980708,44998070802,2,1,0,0,2,0,0,0
449980709,44998070902,2,1,0,0,2,0,0,0
449980710,44998071002,2,1,0,0,2,0,0,0
449980711,44998071102,2,1,0,0,2,0,0,0
449980712,44998071202,2,1,0,0,2,0,0,0
449980713,44998071302,2,1,0,0,2,0,0,0
449980714,44998071402,2,1,0,0,2,0,0,0
449980715,44998071502,2,1,0,0,2,0,0,0
449980716,44998071602,2,1,0,0,2,0,0,0
449980717,44998071702,2,1,0,0,2,0,0,0
449980718,44998071802,2,1,0,0,2,0,0,0
449980719,44998071902,2,1,0,0,2,0,0,0
449980720,44998072002,2,1,0,0,2,0,0,0
449980721,44998072102,2,1,0,0,2,0,0,0
449980722,44998072202,2,1,0,0,2,0,0,0
449980723,44998072302,2,1,0,0,2,0,0,0
449980724,44998072402,2,1,0,0,2,0,0,0
449980725,44998072502,2,1,0,0,2,0,0,0
449980726,44998072602,2,1,0,0,2,0,0,0
449980727,44998072702,2,1,0,0,2,0,0,0
449980728,44998072802,2,1,0,0,2,0,0,0
449980729,44998072902,2,1,0,0,2,0,0,0
449980730,44998073002,2,1,0,0,2,0,0,0
449980731,44998073102,2,1,0,0,2,0,0,0
449980732,44998073202,2,1,0,0,2,0,0,0
449980733,44998073302,2,1,0,0,2,0,0,0
449980734,44998073402,2,1,0,0,2,0,0,0
449980735,44998073502,2,1,0,0,2,0,0,0
449980736,44998073602,2,1,0,0,2,0,0,0
449980737,44998073702,2,1,0,0,2,0,0,0
449980738,44998073802,2,1,0,0,2,0,0,0
449980739,44998073902,2,1,0,0,2,0,0,0
449980740,44998074002,2,1,0,0,2,0,0,0
449980741,44998074102,2,1,0,0,2,0,0,0
449980742,44998074202,2,1,0,0,2,0,0,0
449980743,44998074302,2,1,0,0,2,0,0,0
449980744,44998074402,2,1,0,0,2,0,0,0
449980745,44998074502,2,1,0,0,2,0,0,0
449980746,44998074602,2,1,0,0,2,0,0,0
449980747,44998074702,2,1,0,0,2,0,0,0
449980748,44998074802,2,1,0,0,2,0,0,0
449980749,44998074902,2,1,0,0,2,0,0,0
449980750,44998075002,2,1,0,0,2,0,0,0
449980751,44998075102,2,1,0,0,2,0,0,0
449980752,44998075202,2,1,0,0,2,0,0,0
449980753,44998075302,2,1,0,0,2,0,0,0
449980754,44998075402,2,1,0,0,2,0,0,0
449980755,44998075502,2,1,0,0,2,0,0,0
449980756,44998075602,2,1,0,0,2,0,0,0
449980757,44998075702,2,1,0,0,2,0,0,0
449980758,44998075802,2,1,0,0,2,0,0,0
449980759,44998075902,2,1,0,0,2,0,0,0
449980760,44998076002,2,1,0,0,2,0,0,0
449980761,44998076102,2,1,0,0,2,0,0,0
449980762,44998076202,2,1,0,0,2,0,0,0
449980763,44998076302,2,1,0,0,2,0,0,0
449980764,44998076402,2,1,0,0,2,0,0,0
449980765,44998076502,2,1,0,0,2,0,0,0
449980766,44998076602,2,1,0,0,2,0,0,0
449980767,44998076702,2,1,0,0,2,0,0,0
449980768,44998076802,2,1,0,0,2,0,0,0
449980769,44998076902,2,1,0,0,2,0,0,0
449980770,44998077002,2,1,0,0,2,0,0,0
449980771,44998077102,2,1,0,0,2,0,0,0
449980772,44998077202,2,1,0,0,2,0,0,0
449980773,44998077302,2,1,0,0,2,0,0,0
449980774,44998077402,2,1,0,0,2,0,0,0
449980775,44998077502,2,1,0,0,2,0,0,0
449980776,44998077602,2,1,0,0,2,0,0,0
449980777,44998077702,2,1,0,0,2,0,0,0
449980778,44998077802,2,1,0,0,2,0,0,0
449980779,44998077902,2,1,0,0,2,0,0,0
449980780,44998078002,2,1,0,0,2,0,0,0
449980781,44998078102,2,1,0,0,2,0,0,0
449980782,44998078202,2,1,0,0,2,0,0,0
449980783,44998078302,2,1,0,0,2,0,0,0
449980784,44998078402,2,1,0,0,2,0,0,0
449980785,44998078502,2,1,0,0,2,0,0,0
449980786,44998078602,2,1,0,0,2,0,0,0
449980787,44998078702,2,1,0,0,2,0,0,0
449980788,44998078802,2,1,0,0,2,0,0,0
449980789,44998078902,2,1,0,0,2,0,0,0
449980790,44998079002,2,1,0,0,2,0,0,0
449980791,44998079102,2,1,0,0,2,0,0,0
449980792,44998079202,2,1,0,0,2,0,0,0
449980793,44998079302,2,1,0,0,2,0,0,0
449980794,44998079402,2,1,0,0,2,0,0,0
449980795,44998079502,2,1,0,0,2,0,0,0
449980796,44998079602,2,1,0,0,2,0,0,0
449980797,44998079702,2,1,0,0,2,0,0,0
449980798,44998079802,2,1,0,0,2,0,0,0
449980799,44998079902,2,1,0,0,2,0,0,0
449980800,44998080002,2,1,0,0,2,0,0,0
449980801,44998080102,2,1,0,0,2,0,0,0
449980802,44998080202,2,1,0,0,2,0,0,0
449980803,44998080302,2,1,0,0,2,0,0,0
449980804,44998080402,2,1,0,0,2,0,0,0
449980805,44998080502,2,1,0,0,2,0,0,0
449980806,44998080602,2,1,0,0,2,0,0,0
449980807,44998080702,2,1,0,0,2,0,0,0
449980808,44998080802,2,1,0,0,2,0,0,0
449980809,44998080902,2,1,0,0,2,0,0,0
449980810,44998081002,2,1,0,0,2,0,0,0
449980811,44998081102,2,1,0,0,2,0,0,0
449980812,44998081202,2,1,0,0,2,0,0,0
449980813,44998081302,2,1,0,0,2,0,0,0
449980814,44998081402,2,1,0,0,2,0,0,0
449980815,44998081502,2,1,0,0,2,0,0,0
449980816,44998081602,2,1,0,0,2,0,0,0
449980817,44998081702,2,1,0,0,2,0,0,0
449980818,44998081802,2,1,0,0,2,0,0,0
449980819,44998081902,2,1,0,0,2,0,0,0
449980820,44998082002,2,1,0,0,2,0,0,0
449980821,44998082102,2,1,0,0,2,0,0,0
449980822,44998082202,2,1,0,0,2,0,0,0
449980823,44998082302,2,1,0,0,2,0,0,0
449980824,44998082402,2,1,0,0,2,0,0,0
449980825,44998082502,2,1,0,0,2,0,0,0
449980826,44998082602,2,1,0,0,2,0,0,0
449980827,44998082702,2,1,0,0,2,0,0,0
449980828,44998082802,2,1,0,0,2,0,0,0
449980829,44998082902,2,1,0,0,2,0,0,0
449980830,44998083002,2,1,0,0,2,0,0,0
449980831,44998083102,2,1,0,0,2,0,0,0
449980832,44998083202,2,1,0,0,2,0,0,0
449980833,44998083302,2,1,0,0,2,0,0,0
449980834,44998083402,2,1,0,0,2,0,0,0
449980835,44998083502,2,1,0,0,2,0,0,0
449980836,44998083602,2,1,0,0,2,0,0,0
449980837,44998083702,2,1,0,0,2,0,0,0
449980838,44998083802,2,1,0,0,2,0,0,0
449980839,44998083902,2,1,0,0,2,0,0,0
449980840,44998084002,2,1,0,0,2,0,0,0
449980841,44998084102,2,1,0,0,2,0,0,0
449980842,44998084202,2,1,0,0,2,0,0,0
449980843,44998084302,2,1,0,0,2,0,0,0
449980844,44998084402,2,1,0,0,2,0,0,0
449980845,44998084502,2,1,0,0,2,0,0,0
449980846,44998084602,2,1,0,0,2,0,0,0
449980847,44998084702,2,1,0,0,2,0,0,0
449980848,44998084802,2,1,0,0,2,0,0,0
449980849,44998084902,2,1,0,0,2,0,0,0
449980850,44998085002,2,1,0,0,2,0,0,0
449980851,44998085102,2,1,0,0,2,0,0,0
449980852,44998085202,2,1,0,0,2,0,0,0
449980853,44998085302,2,1,0,0,2,0,0,0
449980854,44998085402,2,1,0,0,2,0,0,0
449980855,44998085502,2,1,0,0,2,0,0,0
449980856,44998085602,2,1,0,0,2,0,0,0
449980857,44998085702,2,1,0,0,2,0,0,0
449980858,44998085802,2,1,0,0,2,0,0,0
449980859,44998085902,2,1,0,0,2,0,0,0
449980860,44998086002,2,1,0,0,2,0,0,0
449980861,44998086102,2,1,0,0,2,0,0,0
449980862,44998086202,2,1,0,0,2,0,0,0
449980863,44998086302,2,1,0,0,2,0,0,0
449980864,44998086402,2,1,0,0,2,0,0,0
449980865,44998086502,2,1,0,0,2,0,0,0
449980866,44998086602,2,1,0,0,2,0,0,0
449980867,44998086702,2,1,0,0,2,0,0,0
449980868,44998086802,2,1,0,0,2,0,0,0
449980869,44998086902,2,1,0,0,2,0,0,0
449980870,44998087002,2,1,0,0,2,0,0,0
449980871,44998087102,2,1,0,0,2,0,0,0
449980872,44998087202,2,1,0,0,2,0,0,0
449980873,44998087302,2,1,0,0,2,0,0,0
449980874,44998087402,2,1,0,0,2,0,0,0
449980875,44998087502,2,1,0,0,2,0,0,0
449980876,44998087602,2,1,0,0,2,0,0,0
449980877,44998087702,2,1,0,0,2,0,0,0
449980878,44998087802,2,1,0,0,2,0,0,0
449980879,44998087902,2,1,0,0,2,0,0,0
449980880,44998088002,2,1,0,0,2,0,0,0
449980881,44998088102,2,1,0,0,2,0,0,0
449980882,44998088202,2,1,0,0,2,0,0,0
449980883,44998088302,2,1,0,0,2,0,0,0
449980884,44998088402,2,1,0,0,2,0,0,0
449980885,44998088502,2,1,0,0,2,0,0,0
449980886,44998088602,2,1,0,0,2,0,0,0
449980887,44998088702,2,1,0,0,2,0,0,0
449980888,44998088802,2,1,0,0,2,0,0,0
449980889,44998088902,2,1,0,0,2,0,0,0
449980890,44998089002,2,1,0,0,2,0,0,0
449980891,44998089102,2,1,0,0,2,0,0,0
449980892,44998089202,2,1,0,0,2,0,0,0
449980893,44998089302,2,1,0,0,2,0,0,0
449980894,44998089402,2,1,0,0,2,0,0,0
449980895,44998089502,2,1,0,0,2,0,0,0
449980896,44998089602,2,1,0,0,2,0,0,0
449980897,44998089702,2,1,0,0,2,0,0,0
449980898,44998089802,2,1,0,0,2,0,0,0
449980899,44998089902,2,1,0,0,2,0,0,0
449980900,44998090002,2,1,0,0,2,0,0,0
449980901,44998090102,2,1,0,0,2,0,0,0
449980902,44998090202,2,1,0,0,2,0,0,0
449980903,44998090302,2,1,0,0,2,0,0,0
449980904,44998090402,2,1,0,0,2,0,0,0
449980905,44998090502,2,1,0,0,2,0,0,0
449980906,44998090602,2,1,0,0,2,0,0,0
449980907,44998090702,2,1,0,0,2,0,0,0
449980908,44998090802,2,1,0,0,2,0,0,0
449980909,44998090902,2,1,0,0,2,0,0,0
449980910,44998091002,2,1,0,0,2,0,0,0
449980911,44998091102,2,1,0,0,2,0,0,0
449980912,44998091202,2,1,0,0,2,0,0,0
449980913,44998091302,2,1,0,0,2,0,0,0
449980914,44998091402,2,1,0,0,2,0,0,0
449980915,44998091502,2,1,0,0,2,0,0,0
449980916,44998091602,2,1,0,0,2,0,0,0
449980917,44998091702,2,1,0,0,2,0,0,0
449980918,44998091802,2,1,0,0,2,0,0,0
449980919,44998091902,2,1,0,0,2,0,0,0
449980920,44998092002,2,1,0,0,2,0,0,0
449980921,44998092102,2,1,0,0,2,0,0,0
449980922,44998092202,2,1,0,0,2,0,0,0
449980923,44998092302,2,1,0,0,2,0,0,0
449980924,44998092402,2,1,0,0,2,0,0,0
449980925,44998092502,2,1,0,0,2,0,0,0
449980926,44998092602,2,1,0,0,2,0,0,0
449980927,44998092702,2,1,0,0,2,0,0,0
449980928,44998092802,2,1,0,0,2,0,0,0
449980929,44998092902,2,1,0,0,2,0,0,0
449980930,44998093002,2,1,0,0,2,0,0,0
449980931,44998093102,2,1,0,0,2,0,0,0
449980932,44998093202,2,1,0,0,2,0,0,0
449980933,44998093302,2,1,0,0,2,0,0,0
449980934,44998093402,2,1,0,0,2,0,0,0
449980935,44998093502,2,1,0,0,2,0,0,0
449980936,44998093602,2,1,0,0,2,0,0,0
449980937,44998093702,2,1,0,0,2,0,0,0
449980938,44998093802,2,1,0,0,2,0,0,0
449980939,44998093902,2,1,0,0,2,0,0,0
449980940,44998094002,2,1,0,0,2,0,0,0
449980941,44998094102,2,1,0,0,2,0,0,0
449980942,44998094202,2,1,0,0,2,0,0,0
449980943,44998094302,2,1,0,0,2,0,0,0
449980944,44998094402,2,1,0,0,2,0,0,0
449980945,44998094502,2,1,0,0,2,0,0,0
449980946,44998094602,2,1,0,0,2,0,0,0
449980947,44998094702,2,1,0,0,2,0,0,0
449980948,44998094802,2,1,0,0,2,0,0,0
449980949,44998094902,2,1,0,0,2,0,0,0
449980950,44998095002,2,1,0,0,2,0,0,0
449980951,44998095102,2,1,0,0,2,0,0,0
449980952,44998095202,2,1,0,0,2,0,0,0
449980953,44998095302,2,1,0,0,2,0,0,0
449980954,44998095402,2,1,0,0,2,0,0,0
449980955,44998095502,2,1,0,0,2,0,0,0
449980956,44998095602,2,1,0,0,2,0,0,0
449980957,44998095702,2,1,0,0,2,0,0,0
449980958,44998095802,2,1,0,0,2,0,0,0
449980959,44998095902,2,1,0,0,2,0,0,0
449980960,44998096002,2,1,0,0,2,0,0,0
449980961,44998096102,2,1,0,0,2,0,0,0
449980962,44998096202,2,1,0,0,2,0,0,0
449980963,44998096302,2,1,0,0,2,0,0,0
449980964,44998096402,2,1,0,0,2,0,0,0
449980965,44998096502,2,1,0,0,2,0,0,0
449980966,44998096602,2,1,0,0,2,0,0,0
449980967,44998096702,2,1,0,0,2,0,0,0
449980968,44998096802,2,1,0,0,2,0,0,0
449980969,44998096902,2,1,0,0,2,0,0,0
449980970,44998097002,2,1,0,0,2,0,0,0
449980971,44998097102,2,1,0,0,2,0,0,0
449980972,44998097202,2,1,0,0,2,0,0,0
449980973,44998097302,2,1,0,0,2,0,0,0
449980974,44998097402,2,1,0,0,2,0,0,0
449980975,44998097502,2,1,0,0,2,0,0,0
449980976,44998097602,2,1,0,0,2,0,0,0
449980977,44998097702,2,1,0,0,2,0,0,0
449980978,44998097802,2,1,0,0,2,0,0,0
449980979,44998097902,2,1,0,0,2,0,0,0
449980980,44998098002,2,1,0,0,2,0,0,0
449980981,44998098102,2,1,0,0,2,0,0,0
449980982,44998098202,2,1,0,0,2,0,0,0
449980983,44998098302,2,1,0,0,2,0,0,0
449980984,44998098402,2,1,0,0,2,0,0,0
449980985,44998098502,2,1,0,0,2,0,0,0
449980986,44998098602,2,1,0,0,2,0,0,0
449980987,44998098702,2,1,0,0,2,0,0,0
449980988,44998098802,2,1,0,0,2,0,0,0
449980989,44998098902,2,1,0,0,2,0,0,0
449980990,44998099002,2,1,0,0,2,0,0,0
449980991,44998099102,2,1,0,0,2,0,0,0
449980992,44998099202,2,1,0,0,2,0,0,0
449980993,44998099302,2,1,0,0,2,0,0,0
449980994,44998099402,2,1,0,0,2,0,0,0
449980995,44998099502,2,1,0,0,2,0,0,0
449980996,44998099602,2,1,0,0,2,0,0,0
449980997,44998099702,2,1,0,0,2,0,0,0
449980998,44998099802,2,1,0,0,2,0,0,0
449980999,44998099902,2,1,0,0,2,0,0,0
449981000,44998100002,2,1,0,0,2,0,0,0
449981001,44998100102,2,1,0,0,2,0,0,0
449981002,44998100202,2,1,0,0,2,0,0,0
449981003,44998100302,2,1,0,0,2,0,0,0
449981004,44998100402,2,1,0,0,2,0,0,0
449981005,44998100502,2,1,0,0,2,0,0,0
449981006,44998100602,2,1,0,0,2,0,0,0
449981007,44998100702,2,1,0,0,2,0,0,0
449981008,44998100802,2,1,0,0,2,0,0,0
449981009,44998100902,2,1,0,0,2,0,0,0
449981010,44998101002,2,1,0,0,2,0,0,0
449981011,44998101102,2,1,0,0,2,0,0,0
449981012,44998101202,2,1,0,0,2,0,0,0
449981013,44998101302,2,1,0,0,2,0,0,0
449981014,44998101402,2,1,0,0,2,0,0,0
449981015,44998101502,2,1,0,0,2,0,0,0
449981016,44998101602,2,1,0,0,2,0,0,0
449981017,44998101702,2,1,0,0,2,0,0,0
449981018,44998101802,2,1,0,0,2,0,0,0
449981019,44998101902,2,1,0,0,2,0,0,0
449981020,44998102002,2,1,0,0,2,0,0,0
449981021,44998102102,2,1,0,0,2,0,0,0
449981022,44998102202,2,1,0,0,2,0,0,0
449981023,44998102302,2,1,0,0,2,0,0,0
449981024,44998102402,2,1,0,0,2,0,0,0
449981025,44998102502,2,1,0,0,2,0,0,0
449981026,44998102602,2,1,0,0,2,0,0,0
449981027,44998102702,2,1,0,0,2,0,0,0
449981028,44998102802,2,1,0,0,2,0,0,0
449981029,44998102902,2,1,0,0,2,0,0,0
449981030,44998103002,2,1,0,0,2,0,0,0
449981031,44998103102,2,1,0,0,2,0,0,0
449981032,44998103202,2,1,0,0,2,0,0,0
449981033,44998103302,2,1,0,0,2,0,0,0
449981034,44998103402,2,1,0,0,2,0,0,0
449981035,44998103502,2,1,0,0,2,0,0,0
449981036,44998103602,2,1,0,0,2,0,0,0
449981037,44998103702,2,1,0,0,2,0,0,0
449981038,44998103802,2,1,0,0,2,0,0,0
449981039,44998103902,2,1,0,0,2,0,0,0
449981040,44998104002,2,1,0,0,2,0,0,0
449981041,44998104102,2,1,0,0,2,0,0,0
449981042,44998104202,2,1,0,0,2,0,0,0
449981043,44998104302,2,1,0,0,2,0,0,0
449981044,44998104402,2,1,0,0,2,0,0,0
449981045,44998104502,2,1,0,0,2,0,0,0
449981046,44998104602,2,1,0,0,2,0,0,0
449981047,44998104702,2,1,0,0,2,0,0,0
449981048,44998104802,2,1,0,0,2,0,0,0
449981049,44998104902,2,1,0,0,2,0,0,0
449981050,44998105002,2,1,0,0,2,0,0,0
449981051,44998105102,2,1,0,0,2,0,0,0
449981052,44998105202,2,1,0,0,2,0,0,0
449981053,44998105302,2,1,0,0,2,0,0,0
449981054,44998105402,2,1,0,0,2,0,0,0
449981055,44998105502,2,1,0,0,2,0,0,0
449981056,44998105602,2,1,0,0,2,0,0,0
449981057,44998105702,2,1,0,0,2,0,0,0
449981058,44998105802,2,1,0,0,2,0,0,0
449981059,44998105902,2,1,0,0,2,0,0,0
449981060,44998106002,2,1,0,0,2,0,0,0
449981061,44998106102,2,1,0,0,2,0,0,0
449981062,44998106202,2,1,0,0,2,0,0,0
449981063,44998106302,2,1,0,0,2,0,0,0
449981064,44998106402,2,1,0,0,2,0,0,0
449981065,44998106502,2,1,0,0,2,0,0,0
449981066,44998106602,2,1,0,0,2,0,0,0
449981067,44998106702,2,1,0,0,2,0,0,0
449981068,44998106802,2,1,0,0,2,0,0,0
449981069,44998106902,2,1,0,0,2,0,0,0
449981070,44998107002,2,1,0,0,2,0,0,0
449981071,44998107102,2,1,0,0,2,0,0,0
449981072,44998107202,2,1,0,0,2,0,0,0
449981073,44998107302,2,1,0,0,2,0,0,0
449981074,44998107402,2,1,0,0,2,0,0,0
449981075,44998107502,2,1,0,0,2,0,0,0
449981076,44998107602,2,1,0,0,2,0,0,0
449981077,44998107702,2,1,0,0,2,0,0,0
449981078,44998107802,2,1,0,0,2,0,0,0
449981079,44998107902,2,1,0,0,2,0,0,0
449981080,44998108002,2,1,0,0,2,0,0,0
449981081,44998108102,2,1,0,0,2,0,0,0
449981082,44998108202,2,1,0,0,2,0,0,0
449981083,44998108302,2,1,0,0,2,0,0,0
449981084,44998108402,2,1,0,0,2,0,0,0
