hhid,indid,APER,gender,age,educ,vehicles,school,employment,income_earn
20160000589250,2016000058925001,1,1,13,7,0,1,3,0
20160000589251,2016000058925101,1,1,17,6,0,1,3,0
20160000589254,2016000058925401,3,1,13,6,3,1,2,0
20160000589254,2016000058925402,3,0,15,7,3,1,3,0
20160000589254,2016000058925403,3,0,10,6,3,1,2,0
20160000589255,2016000058925501,2,1,13,10,2,1,1,32000
20160000589255,2016000058925502,2,0,9,6,2,1,1,30000
20160000589262,2016000058926204,4,1,0,0,2,0,0,0
20160000589262,2016000058926203,4,1,0,0,2,2,0,0
20160000589262,2016000058926201,4,0,10,7,2,1,1,75000
20160000589262,2016000058926202,4,1,10,10,2,1,1,20000
20160000589266,2016000058926601,1,1,15,10,1,1,3,0
20160000589269,2016000058926901,1,1,18,5,1,1,3,0
20160000589270,2016000058927001,2,1,12,7,3,1,1,85000
20160000589270,2016000058927002,2,0,14,10,3,1,1,90000
20160000589271,2016000058927101,3,0,16,7,2,1,1,55000
20160000589271,2016000058927102,3,1,7,7,2,1,1,5000
20160000589271,2016000058927103,3,0,0,0,2,0,0,0
20160000589272,2016000058927202,2,1,13,7,1,1,1,20000
20160000589272,2016000058927201,2,0,13,8,1,1,1,80000
20160000589275,2016000058927502,4,1,9,10,2,1,1,37500
20160000589275,2016000058927503,4,0,0,0,2,2,0,0
20160000589275,2016000058927501,4,0,9,7,2,1,1,67000
20160000589275,2016000058927504,4,1,0,0,2,0,0,0
20160000589277,2016000058927702,2,1,10,1,2,1,1,17000
20160000589277,2016000058927701,2,0,10,0,2,1,1,32000
20160000589279,2016000058927901,2,1,11,10,2,1,1,80000
20160000589279,2016000058927902,2,0,7,6,2,1,1,80000
20160000589281,2016000058928101,2,0,20,6,3,1,3,0
20160000589281,2016000058928102,2,1,19,5,3,1,3,0
20160000589282,2016000058928201,1,1,7,7,0,2,2,3000
20160000589286,2016000058928601,2,0,18,11,2,1,1,37300
20160000589286,2016000058928602,2,1,19,10,2,1,3,0
20160000589289,2016000058928901,2,0,19,11,2,1,1,506000
20160000589289,2016000058928902,2,1,19,10,2,1,3,0
20160000589292,2016000058929202,2,1,9,11,2,1,1,61000
20160000589292,2016000058929201,2,0,11,11,2,1,1,51000
20160000589294,2016000058929401,1,0,12,7,1,1,1,48300
20160000589296,2016000058929601,2,1,13,10,4,1,1,20000
20160000589296,2016000058929602,2,0,13,11,4,1,1,225000
20160000589298,2016000058929801,2,0,21,6,2,1,3,0
20160000589298,2016000058929802,2,1,20,8,2,1,1,13500
20160000589301,2016000058930101,3,0,9,7,2,1,1,97000
20160000589301,2016000058930102,3,1,9,8,2,1,1,61000
20160000589301,2016000058930103,3,0,0,1,2,2,0,0
20160000589302,2016000058930202,3,0,19,6,3,1,3,0
20160000589302,2016000058930201,3,1,19,6,3,1,3,0
20160000589302,2016000058930203,3,1,13,11,3,1,1,12000
20160000589304,2016000058930401,1,1,14,10,1,1,1,50000
20160000589305,2016000058930501,1,1,5,7,0,2,1,1300
20160000589306,2016000058930601,2,0,13,11,2,1,1,107000
20160000589306,2016000058930602,2,1,12,7,2,1,1,15000
20160000589309,2016000058930901,1,1,16,7,1,1,1,24500
20160000589311,2016000058931101,1,0,14,5,1,1,1,12000
20160000589312,2016000058931201,1,0,13,7,0,1,3,0
20160000589320,2016000058932005,6,1,4,6,1,1,2,0
20160000589320,2016000058932004,6,1,1,1,1,2,0,0
20160000589320,2016000058932006,6,0,3,3,1,2,0,0
20160000589320,2016000058932002,6,1,10,5,1,1,3,0
20160000589320,2016000058932001,6,0,13,7,1,1,1,105000
20160000589320,2016000058932003,6,0,2,2,1,2,0,0
20160000589324,2016000058932401,3,0,15,10,1,1,2,18500
20160000589324,2016000058932402,3,1,14,6,1,1,3,5000
20160000589324,2016000058932403,3,0,8,5,1,1,3,16900
20160000589328,2016000058932801,6,1,15,6,1,1,1,7300
20160000589328,2016000058932802,6,1,10,10,1,2,1,27000
20160000589328,2016000058932803,6,0,9,10,1,1,1,33300
20160000589328,2016000058932804,6,1,3,3,1,2,0,0
20160000589328,2016000058932805,6,1,1,1,1,2,0,0
20160000589328,2016000058932806,6,0,0,0,1,0,0,0
20160000589329,2016000058932902,2,1,19,10,3,1,3,0
20160000589329,2016000058932901,2,0,19,11,3,1,1,506000
20160000589335,2016000058933504,4,0,1,0,1,2,0,0
20160000589335,2016000058933503,4,0,1,1,1,2,0,0
20160000589335,2016000058933502,4,1,9,6,1,1,3,0
20160000589335,2016000058933501,4,0,9,10,1,1,1,18000
20160000589336,2016000058933601,2,0,21,6,2,1,3,0
20160000589336,2016000058933602,2,1,21,8,2,1,3,0
20160000589337,2016000058933701,1,1,16,7,0,1,3,0
20160000589339,2016000058933901,3,0,16,6,3,1,1,79000
20160000589339,2016000058933902,3,1,16,11,3,1,1,7000
20160000589339,2016000058933903,3,1,9,6,3,1,3,0
20160000589342,2016000058934201,1,1,20,6,1,1,3,0
20160000589347,2016000058934701,1,1,8,10,0,2,1,30000
20160000589355,2016000058935504,4,1,19,11,0,1,3,0
20160000589355,2016000058935503,4,1,22,1,0,1,2,23200
20160000589355,2016000058935502,4,0,22,11,0,1,2,0
20160000589355,2016000058935501,4,1,22,6,0,1,2,0
20160000589356,2016000058935601,1,0,21,11,0,1,3,0
20160000589357,2016000058935701,2,1,7,10,2,2,1,22000
20160000589357,2016000058935702,2,1,8,11,2,2,1,80000
20160000589359,2016000058935901,4,0,15,7,1,1,1,6000
20160000589359,2016000058935902,4,1,4,6,1,1,1,12000
20160000589359,2016000058935903,4,1,5,7,1,1,1,21000
20160000589359,2016000058935904,4,0,0,0,1,1,0,0
20160000589361,2016000058936101,1,0,14,6,0,1,3,0
20160000589364,2016000058936404,4,1,2,1,1,2,0,0
20160000589364,2016000058936403,4,0,2,2,1,2,0,0
20160000589364,2016000058936402,4,1,10,6,1,1,1,60000
20160000589364,2016000058936401,4,0,10,6,1,1,1,90000
20160000589366,2016000058936601,1,0,21,6,1,1,3,0
20160000589368,2016000058936801,4,1,12,11,2,1,1,105000
20160000589368,2016000058936802,4,0,12,6,2,1,3,45000
20160000589368,2016000058936803,4,1,3,5,2,2,1,1000
20160000589368,2016000058936804,4,1,2,2,2,2,0,0
20160000589371,2016000058937101,1,0,4,6,0,2,3,2000
20160000589372,2016000058937203,4,1,3,4,3,2,3,0
20160000589372,2016000058937204,4,0,14,0,3,1,3,0
20160000589372,2016000058937201,4,0,12,10,3,1,1,155000
20160000589372,2016000058937202,4,1,12,6,3,1,3,0
20160000589374,2016000058937401,4,0,19,6,3,1,3,0
20160000589374,2016000058937402,4,1,11,6,3,1,3,0
20160000589374,2016000058937403,4,0,2,2,3,2,0,0
20160000589374,2016000058937404,4,0,10,6,3,1,1,25400
20160000589376,2016000058937601,2,1,18,6,2,1,3,0
20160000589376,2016000058937602,2,0,0,0,2,0,0,0
20160000589378,2016000058937801,1,1,20,11,1,1,3,0
20160000589380,2016000058938001,2,1,19,7,2,1,3,0
20160000589380,2016000058938002,2,0,19,11,2,1,3,0
20160000589383,2016000058938301,1,0,13,7,1,1,1,40000
20160000589384,2016000058938401,1,1,16,4,0,1,1,62000
20160000589386,2016000058938602,2,0,18,6,2,1,1,4300
20160000589386,2016000058938601,2,1,18,11,2,1,1,10800
20160000589387,2016000058938702,3,0,10,10,2,1,2,14500
20160000589387,2016000058938703,3,0,1,1,2,2,0,0
20160000589387,2016000058938701,3,1,17,6,2,1,3,0
20160000589388,2016000058938802,3,1,2,2,1,2,0,0
20160000589388,2016000058938803,3,1,1,1,1,2,0,0
20160000589388,2016000058938801,3,0,11,10,1,1,1,10000
20160000589389,2016000058938901,4,0,14,11,4,1,1,108000
20160000589389,2016000058938902,4,1,14,7,4,1,1,21000
20160000589389,2016000058938903,4,0,8,6,4,1,1,15000
20160000589389,2016000058938904,4,1,7,6,4,1,1,12000
20160000589391,2016000058939101,1,1,15,11,0,1,3,22000
20160000589392,2016000058939201,1,1,8,7,0,1,3,3200
20160000589395,2016000058939501,2,1,4,7,0,2,1,1900
20160000589395,2016000058939502,2,0,5,6,0,1,1,1100
20160000589396,2016000058939601,2,0,10,11,2,1,1,198000
20160000589396,2016000058939602,2,1,12,11,2,1,1,110000
20160000589401,2016000058940104,4,0,8,7,4,1,1,26000
20160000589401,2016000058940103,4,1,8,10,4,1,1,35000
20160000589401,2016000058940102,4,0,16,10,4,1,3,0
20160000589401,2016000058940101,4,1,15,6,4,1,3,0
20160000589404,2016000058940401,2,1,15,11,2,1,3,0
20160000589404,2016000058940402,2,0,10,6,2,1,1,8000
20160000589405,2016000058940501,1,1,14,7,1,1,1,13500
20160000589408,2016000058940801,1,0,19,6,0,1,3,0
20160000589409,2016000058940901,1,1,10,11,1,1,1,65000
20160000589412,2016000058941201,1,1,22,4,0,1,3,0
20160000589414,2016000058941401,3,1,9,10,3,1,1,57000
20160000589414,2016000058941402,3,0,9,10,3,1,1,45000
20160000589414,2016000058941403,3,0,9,10,3,1,1,60000
20160000589415,2016000058941502,2,1,18,6,2,1,1,12000
20160000589415,2016000058941501,2,0,18,6,2,1,3,0
20160000589416,2016000058941601,2,1,16,8,3,1,3,0
20160000589416,2016000058941602,2,0,15,10,3,1,1,132000
20160000589417,2016000058941701,1,0,19,11,1,1,3,60
20160000589419,2016000058941901,3,1,15,7,4,1,1,60000
20160000589419,2016000058941902,3,0,16,10,4,1,1,55000
20160000589419,2016000058941903,3,0,8,10,4,1,1,45000
20160000589420,2016000058942001,4,1,11,11,2,1,1,40000
20160000589420,2016000058942002,4,0,11,11,2,1,1,120000
20160000589420,2016000058942003,4,1,1,1,2,2,0,0
20160000589420,2016000058942004,4,0,1,1,2,1,0,0
20160000589421,2016000058942102,2,1,16,6,2,1,3,0
20160000589421,2016000058942101,2,0,16,6,2,1,1,80000
20160000589422,2016000058942201,1,0,6,7,0,2,3,6000
20160000589423,2016000058942301,1,1,20,6,2,1,1,6000
20160000589425,2016000058942501,2,1,7,7,2,2,1,70000
20160000589425,2016000058942502,2,1,7,7,2,1,1,41600
20160000589428,2016000058942801,1,0,13,4,0,1,3,0
20160000589429,2016000058942901,2,0,17,6,2,1,3,0
20160000589429,2016000058942902,2,0,9,6,2,1,2,0
20160000589430,2016000058943001,1,0,13,8,1,1,1,100000
20160000589434,2016000058943401,1,1,12,10,1,1,1,50000
20160000589435,2016000058943506,6,1,16,3,3,1,3,0
20160000589435,2016000058943505,6,0,1,1,3,2,0,0
20160000589435,2016000058943504,6,1,2,2,3,2,0,0
20160000589435,2016000058943503,6,1,2,2,3,2,0,0
20160000589435,2016000058943502,6,0,12,3,3,1,1,97000
20160000589435,2016000058943501,6,1,12,6,3,1,3,0
20160000589436,2016000058943601,3,1,8,10,1,1,1,25000
20160000589436,2016000058943602,3,1,1,1,1,2,0,0
20160000589436,2016000058943603,3,0,0,1,1,2,0,0
20160000589437,2016000058943701,3,0,22,5,2,1,3,0
20160000589437,2016000058943702,3,1,22,11,2,1,3,0
20160000589437,2016000058943703,3,1,17,11,2,1,3,0
20160000589439,2016000058943901,1,0,12,7,3,1,1,50000
20160000589441,2016000058944101,1,1,22,7,1,1,3,0
20160000589447,2016000058944704,4,1,3,4,2,2,0,0
20160000589447,2016000058944703,4,0,4,6,2,2,1,2000
20160000589447,2016000058944702,4,0,12,11,2,1,1,65000
20160000589447,2016000058944701,4,1,12,11,2,1,1,71000
20160000589449,2016000058944901,6,1,14,7,4,1,1,42000
20160000589449,2016000058944902,6,0,14,8,4,1,1,60000
20160000589449,2016000058944903,6,0,9,7,4,2,1,80000
20160000589449,2016000058944904,6,0,7,3,4,2,1,9800
20160000589449,2016000058944905,6,1,7,7,4,2,1,8000
20160000589449,2016000058944906,6,1,2,1,4,1,0,0
20160000589450,2016000058945001,4,1,11,11,3,1,1,255000
20160000589450,2016000058945002,4,0,11,11,3,1,1,235000
20160000589450,2016000058945003,4,1,3,3,3,2,0,0
20160000589450,2016000058945004,4,0,2,2,3,2,0,0
20160000589452,2016000058945201,1,1,14,6,1,1,1,48000
20160000589457,2016000058945701,2,0,7,7,2,1,2,17000
20160000589457,2016000058945702,2,1,13,10,2,1,1,90000
20160000589458,2016000058945801,2,1,19,10,2,1,3,0
20160000589458,2016000058945802,2,0,19,10,2,1,3,0
20160000589459,2016000058945901,1,1,4,6,0,2,3,0
20160000589461,2016000058946101,1,0,21,6,1,1,3,0
20160000589464,2016000058946401,1,0,8,10,0,1,3,0
20160000589465,2016000058946501,3,1,10,10,2,1,1,250000
20160000589465,2016000058946502,3,1,0,1,2,2,0,0
20160000589465,2016000058946503,3,1,10,11,2,1,1,105000
20160000589467,2016000058946704,4,0,3,3,2,2,0,0
20160000589467,2016000058946703,4,0,3,3,2,2,1,500
20160000589467,2016000058946702,4,0,9,11,2,1,1,52000
20160000589467,2016000058946701,4,1,13,8,2,1,1,56000
20160000589468,2016000058946801,3,1,9,10,2,1,1,70000
20160000589468,2016000058946802,3,0,0,0,2,1,0,0
20160000589468,2016000058946803,3,0,10,6,2,1,1,55000
20160000589472,2016000058947201,1,0,18,7,0,1,3,0
20160000589473,2016000058947301,1,1,9,10,1,1,1,80000
20160000589475,2016000058947501,3,1,10,11,1,1,1,69000
20160000589475,2016000058947502,3,1,2,2,1,2,0,0
20160000589475,2016000058947503,3,1,1,1,1,2,0,0
20160000589476,2016000058947601,1,0,18,8,1,1,3,0
20160000589477,2016000058947702,3,1,14,10,4,1,1,46000
20160000589477,2016000058947701,3,0,14,11,4,1,1,125000
20160000589477,2016000058947703,3,1,7,10,4,1,1,34000
20160000589482,2016000058948201,1,0,13,10,2,1,1,130000
20160000589483,2016000058948301,4,0,12,11,2,1,1,190000
20160000589483,2016000058948302,4,1,12,10,2,1,1,33000
20160000589483,2016000058948303,4,1,2,2,2,2,0,0
20160000589483,2016000058948304,4,1,2,1,2,2,0,0
20160000589484,2016000058948401,1,1,22,7,0,1,3,0
20160000589485,2016000058948501,1,0,17,11,1,1,1,100000
20160000589487,2016000058948701,2,0,14,10,2,1,1,25000
20160000589487,2016000058948702,2,1,14,10,2,1,1,45000
20160000589488,2016000058948801,2,1,14,10,2,1,1,135000
20160000589488,2016000058948802,2,0,13,10,2,1,3,90000
20160000589490,2016000058949001,1,1,13,10,1,1,1,101000
20160000589492,2016000058949202,2,0,19,6,2,1,1,17000
20160000589492,2016000058949201,2,1,17,6,2,1,1,33000
20160000589493,2016000058949301,3,0,16,11,4,1,1,230000
20160000589493,2016000058949302,3,1,14,11,4,1,1,270000
20160000589493,2016000058949303,3,1,22,6,4,1,3,0
20160000589494,2016000058949401,1,1,19,10,1,1,3,0
20160000589495,2016000058949501,2,0,18,11,2,1,1,130000
20160000589495,2016000058949502,2,1,17,11,2,1,3,0
20160000589499,2016000058949901,2,0,5,6,0,2,1,800
20160000589499,2016000058949902,2,1,13,6,0,1,1,37200
20160000589501,2016000058950101,2,0,22,10,0,1,3,0
20160000589501,2016000058950102,2,1,22,11,0,1,3,0
20160000589503,2016000058950302,2,1,12,7,3,1,3,0
20160000589503,2016000058950301,2,0,11,11,3,1,3,0
20160000589506,2016000058950602,2,1,18,6,3,1,3,0
20160000589506,2016000058950601,2,0,16,7,3,1,1,86000
20160000589507,2016000058950701,4,0,17,6,2,1,1,66000
20160000589507,2016000058950702,4,0,2,4,2,2,0,0
20160000589507,2016000058950703,4,1,7,6,2,1,1,300
20160000589507,2016000058950704,4,1,12,7,2,2,1,19000
20160000589508,2016000058950801,1,1,5,7,0,2,3,0
20160000589511,2016000058951101,2,1,20,3,1,1,3,0
20160000589511,2016000058951102,2,0,5,6,1,1,1,18000
20160000589512,2016000058951201,3,1,13,11,4,1,1,125000
20160000589512,2016000058951202,3,0,14,11,4,1,1,132000
20160000589512,2016000058951203,3,0,7,6,4,2,1,13300
20160000589514,2016000058951401,1,1,5,7,0,2,3,0
20160000589517,2016000058951704,4,1,4,5,2,2,3,0
20160000589517,2016000058951703,4,0,13,5,2,1,1,15000
20160000589517,2016000058951702,4,1,14,10,2,1,3,0
20160000589517,2016000058951701,4,1,20,6,2,1,3,0
20160000589518,2016000058951801,2,0,18,11,3,1,1,115000
20160000589518,2016000058951802,2,1,17,10,3,1,1,32000
20160000589519,2016000058951901,3,0,8,10,2,1,1,55000
20160000589519,2016000058951902,3,1,8,10,2,2,1,46000
20160000589519,2016000058951903,3,0,0,0,2,0,0,0
20160000589520,2016000058952001,2,0,18,10,2,1,3,600
20160000589520,2016000058952002,2,1,18,6,2,1,3,0
20160000589522,2016000058952206,6,1,1,1,2,2,0,0
20160000589522,2016000058952205,6,1,2,1,2,2,0,0
20160000589522,2016000058952204,6,0,1,1,2,2,0,0
20160000589522,2016000058952201,6,0,19,7,2,1,1,43400
20160000589522,2016000058952202,6,1,19,6,2,1,3,0
20160000589522,2016000058952203,6,0,10,6,2,1,1,11400
20160000589524,2016000058952401,7,0,10,6,2,1,3,0
20160000589524,2016000058952402,7,1,10,6,2,1,3,0
20160000589524,2016000058952403,7,1,3,3,2,2,3,0
20160000589524,2016000058952404,7,0,2,2,2,2,0,0
20160000589524,2016000058952405,7,1,1,1,2,2,0,0
20160000589524,2016000058952406,7,0,7,6,2,1,1,9000
20160000589524,2016000058952407,7,1,10,6,2,1,1,45000
20160000589526,2016000058952601,1,1,13,6,1,1,1,7500
20160000589529,2016000058952902,2,0,13,6,1,1,3,0
20160000589529,2016000058952901,2,1,20,6,1,1,3,0
20160000589531,2016000058953101,4,1,10,7,4,1,1,55000
20160000589531,2016000058953102,4,0,19,6,4,1,3,0
20160000589531,2016000058953103,4,1,18,6,4,1,3,0
20160000589531,2016000058953104,4,0,11,6,4,1,1,70000
20160000589532,2016000058953201,1,0,17,7,1,1,3,0
20160000589534,2016000058953401,1,0,15,10,1,1,3,0
20160000589535,2016000058953507,7,1,0,0,3,0,0,0
20160000589535,2016000058953505,7,1,1,1,3,2,0,0
20160000589535,2016000058953504,7,1,1,1,3,2,0,0
20160000589535,2016000058953506,7,1,0,0,3,2,0,0
20160000589535,2016000058953502,7,0,11,6,3,1,1,23000
20160000589535,2016000058953501,7,1,10,8,3,1,1,49000
20160000589535,2016000058953503,7,1,2,2,3,2,0,0
20160000589536,2016000058953601,1,0,4,6,0,2,3,7000
20160000589537,2016000058953701,3,1,10,11,1,1,1,29000
20160000589537,2016000058953702,3,0,9,10,1,1,1,32000
20160000589537,2016000058953703,3,1,0,0,1,0,0,0
20160000589539,2016000058953901,1,0,12,6,2,1,1,68000
20160000589540,2016000058954001,1,0,20,2,0,1,3,0
20160000589542,2016000058954201,2,0,8,11,2,1,1,71000
20160000589542,2016000058954202,2,0,8,10,2,1,1,60000
20160000589547,2016000058954701,1,0,16,7,1,2,2,400
20160000589551,2016000058955102,2,1,4,5,1,2,3,0
20160000589551,2016000058955101,2,1,15,8,1,1,1,38000
20160000589552,2016000058955201,1,1,15,6,1,1,1,31000
20160000589554,2016000058955401,2,0,7,6,2,1,1,30000
20160000589554,2016000058955402,2,1,6,5,2,1,1,6000
20160000589555,2016000058955501,1,1,14,7,0,1,3,0
20160000589559,2016000058955901,3,0,12,11,3,1,1,121000
20160000589559,2016000058955902,3,1,12,10,3,1,3,0
20160000589559,2016000058955903,3,1,3,5,3,2,1,800
20160000589563,2016000058956301,1,1,14,5,0,1,3,0
20160000589565,2016000058956501,1,0,20,10,1,1,3,0
20160000589571,2016000058957101,2,1,19,6,3,1,3,2000
20160000589571,2016000058957102,2,0,17,6,3,1,1,54000
20160000589573,2016000058957305,5,0,0,0,2,0,0,0
20160000589573,2016000058957304,5,0,0,0,2,2,0,0
20160000589573,2016000058957301,5,0,9,11,2,1,1,73000
20160000589573,2016000058957302,5,1,10,10,2,1,3,0
20160000589573,2016000058957303,5,1,1,1,2,2,0,0
20160000589574,2016000058957401,3,1,13,7,4,1,1,38000
20160000589574,2016000058957402,3,0,14,7,4,1,1,70000
20160000589574,2016000058957403,3,0,3,5,4,2,3,0
20160000589579,2016000058957901,4,1,10,7,2,1,1,21500
20160000589579,2016000058957902,4,1,1,1,2,2,0,0
20160000589579,2016000058957903,4,0,9,6,2,1,1,33000
20160000589579,2016000058957904,4,0,10,6,2,1,1,40000
20160000589580,2016000058958001,2,0,16,10,3,1,1,160000
20160000589580,2016000058958002,2,1,19,8,3,2,3,0
20160000589581,2016000058958104,4,1,8,6,2,1,1,17000
20160000589581,2016000058958103,4,0,0,0,2,0,0,0
20160000589581,2016000058958101,4,0,11,6,2,1,1,42000
20160000589581,2016000058958102,4,1,2,2,2,2,0,0
20160000589583,2016000058958301,4,0,11,11,2,1,1,80000
20160000589583,2016000058958302,4,1,10,10,2,1,1,80000
20160000589583,2016000058958303,4,0,2,2,2,2,0,0
20160000589583,2016000058958304,4,1,2,2,2,2,0,0
20160000589586,2016000058958606,6,0,9,10,4,1,1,21000
20160000589586,2016000058958601,6,1,13,6,4,1,1,100000
20160000589586,2016000058958602,6,0,14,6,4,1,1,63000
20160000589586,2016000058958603,6,1,9,10,4,1,1,45000
20160000589586,2016000058958604,6,1,8,11,4,1,1,25000
20160000589586,2016000058958605,6,1,0,0,4,0,0,0
20160000589588,2016000058958802,2,1,1,1,1,2,0,0
20160000589588,2016000058958801,2,1,12,11,1,1,1,31300
20160000589590,2016000058959001,1,1,22,7,0,1,3,0
20160000589591,2016000058959101,2,0,4,6,1,1,2,24000
20160000589591,2016000058959102,2,1,5,6,1,1,1,11000
20160000589594,2016000058959401,2,0,12,7,0,1,3,0
20160000589594,2016000058959402,2,1,13,6,0,1,3,0
20160000589596,2016000058959601,1,1,18,7,1,1,3,3500
20160000589598,2016000058959801,3,1,7,6,1,1,1,1900
20160000589598,2016000058959802,3,1,0,0,1,1,0,0
20160000589598,2016000058959803,3,0,13,0,1,1,3,0
20160000589599,2016000058959905,5,1,0,0,2,0,0,0
20160000589599,2016000058959904,5,0,1,1,2,2,0,0
20160000589599,2016000058959902,5,1,9,8,2,1,3,0
20160000589599,2016000058959901,5,0,10,8,2,2,1,35000
20160000589599,2016000058959903,5,1,1,1,2,2,0,0
20160000589600,2016000058960001,1,1,16,6,1,1,2,0
20160000589602,2016000058960201,3,0,21,0,1,1,3,0
20160000589602,2016000058960202,3,1,19,6,1,1,1,10100
20160000589602,2016000058960203,3,0,12,8,1,1,3,0
20160000589604,2016000058960403,4,0,0,0,2,0,0,0
20160000589604,2016000058960401,4,0,9,11,2,1,1,52000
20160000589604,2016000058960402,4,1,9,11,2,1,1,60000
20160000589604,2016000058960404,4,1,14,10,2,1,1,50000
20160000589605,2016000058960502,2,1,15,6,2,1,1,45000
20160000589605,2016000058960501,2,0,15,11,2,1,1,125000
20160000589606,2016000058960601,1,0,8,6,1,1,1,50000
20160000589607,2016000058960701,3,0,13,11,2,1,1,38500
20160000589607,2016000058960702,3,1,13,10,2,1,1,8000
20160000589607,2016000058960703,3,0,4,5,2,2,3,1200
20160000589609,2016000058960901,3,1,19,8,2,1,3,0
20160000589609,2016000058960902,3,1,22,6,2,1,3,0
20160000589609,2016000058960903,3,0,19,11,2,1,3,0
20160000589612,2016000058961201,1,1,5,6,1,1,1,50000
20160000589615,2016000058961501,1,1,18,6,1,1,3,0
20160000589617,2016000058961702,2,1,10,7,2,2,1,30000
20160000589617,2016000058961701,2,1,20,7,2,1,3,0
20160000589618,2016000058961801,1,1,16,6,1,1,3,0
20160000589619,2016000058961901,5,0,14,6,2,1,1,39800
20160000589619,2016000058961902,5,1,11,6,2,1,1,2200
20160000589619,2016000058961903,5,0,2,1,2,2,0,0
20160000589619,2016000058961904,5,0,1,1,2,2,0,0
20160000589619,2016000058961905,5,0,1,1,2,2,0,0
20160000589621,2016000058962101,2,1,20,8,1,1,3,0
20160000589621,2016000058962102,2,0,17,5,1,1,3,0
20160000589622,2016000058962202,4,0,11,8,2,1,1,65000
20160000589622,2016000058962203,4,1,0,1,2,2,0,0
20160000589622,2016000058962201,4,1,10,10,2,1,1,100000
20160000589622,2016000058962204,4,1,0,0,2,0,0,0
20160000589625,2016000058962501,1,1,16,7,1,1,1,52000
20160000589627,2016000058962701,2,0,15,6,1,1,1,25000
20160000589627,2016000058962702,2,1,17,6,1,1,3,0
20160000589631,2016000058963101,2,1,16,6,1,1,3,0
20160000589631,2016000058963102,2,1,11,6,1,1,3,0
20160000589633,2016000058963301,1,0,12,6,0,1,3,27000
20160000589636,2016000058963601,2,0,13,6,2,1,1,37500
20160000589636,2016000058963602,2,1,12,7,2,1,1,42000
20160000589637,2016000058963701,1,1,11,10,1,2,1,65000
20160000589640,2016000058964003,3,0,1,1,2,2,0,0
20160000589640,2016000058964002,3,1,10,11,2,1,3,0
20160000589640,2016000058964001,3,0,10,10,2,1,1,46800
20160000589646,2016000058964601,2,0,22,11,1,1,3,0
20160000589646,2016000058964602,2,1,22,7,1,1,3,0
20160000589649,2016000058964901,1,1,22,7,0,1,3,0
20160000589650,2016000058965001,1,0,12,8,1,1,1,83000
20160000589654,2016000058965401,3,1,12,6,2,1,1,29000
20160000589654,2016000058965402,3,0,10,5,2,1,3,290
20160000589654,2016000058965403,3,0,8,6,2,1,3,0
20160000589657,2016000058965701,1,1,21,6,0,1,3,0
20160000589660,2016000058966003,4,1,12,6,3,1,1,34200
20160000589660,2016000058966004,4,0,2,2,3,2,0,0
20160000589660,2016000058966001,4,1,21,6,3,1,3,0
20160000589660,2016000058966002,4,0,13,6,3,1,1,3500
20160000589662,2016000058966202,4,0,9,6,2,1,1,40000
20160000589662,2016000058966204,4,0,1,1,2,2,0,0
20160000589662,2016000058966203,4,1,2,1,2,2,0,0
20160000589662,2016000058966201,4,1,9,6,2,1,1,20000
20160000589664,2016000058966401,1,0,4,6,0,2,3,0
20160000589667,2016000058966701,3,1,15,11,3,1,1,45000
20160000589667,2016000058966702,3,0,18,6,3,1,3,0
20160000589667,2016000058966703,3,1,9,6,3,1,2,16000
20160000589669,2016000058966901,4,1,11,10,3,1,1,58000
20160000589669,2016000058966902,4,0,11,6,3,1,1,40000
20160000589669,2016000058966903,4,1,4,7,3,2,1,300
20160000589669,2016000058966904,4,0,3,4,3,2,3,0
20160000589671,2016000058967101,1,0,10,10,1,1,1,45000
20160000589673,2016000058967303,3,0,13,7,3,1,1,60000
20160000589673,2016000058967302,3,0,3,4,3,2,3,5500
20160000589673,2016000058967301,3,1,13,11,3,1,1,145000
20160000589677,2016000058967701,4,0,13,11,4,1,1,120000
20160000589677,2016000058967702,4,1,12,11,4,1,1,180000
20160000589677,2016000058967703,4,1,6,7,4,2,3,0
20160000589677,2016000058967704,4,0,4,6,4,2,3,0
20160000589680,2016000058968001,2,1,19,10,1,1,3,0
20160000589680,2016000058968002,2,0,20,10,1,1,3,0
20160000589683,2016000058968301,1,1,12,11,1,1,1,116000
20160000589685,2016000058968504,5,0,4,5,2,2,1,9100
20160000589685,2016000058968503,5,0,5,7,2,2,3,0
20160000589685,2016000058968505,5,1,2,2,2,2,0,0
20160000589685,2016000058968501,5,1,10,11,2,2,1,71000
20160000589685,2016000058968502,5,0,10,7,2,1,1,30000
20160000589687,2016000058968702,2,1,19,11,1,1,3,0
20160000589687,2016000058968701,2,0,19,7,1,1,3,0
20160000589689,2016000058968901,2,0,16,11,2,1,1,100000
20160000589689,2016000058968902,2,1,16,11,2,1,1,20000
20160000589697,2016000058969701,6,1,9,6,2,1,1,16500
20160000589697,2016000058969702,6,0,2,2,2,2,0,0
20160000589697,2016000058969703,6,0,2,2,2,2,0,0
20160000589697,2016000058969704,6,1,2,2,2,2,0,0
20160000589697,2016000058969705,6,0,2,1,2,2,0,0
20160000589697,2016000058969706,6,0,11,6,2,1,1,55000
20160000589698,2016000058969801,1,0,12,10,0,1,1,12000
20160000589699,2016000058969901,1,0,19,11,1,1,3,0
20160000589700,2016000058970001,2,0,18,11,3,1,1,95000
