sla_address_id,resident_workers,residential_students,total_population
31804,4,9,9
35914,5,12,14
35347,2,8,9
30978,12,12,16
27217,9,4,14
34122,10,10,15
28404,5,8,9
32425,12,7,15
27986,8,14,15
36990,6,7,10
33026,13,16,19
32820,11,11,15
38993,6,9,9
26431,3,6,7
37319,10,17,19
33400,14,17,17
31157,11,12,17
28242,8,11,15
30966,4,9,10
33742,4,8,8
33385,6,8,10
33922,14,14,18
32703,7,6,11
30433,5,6,10
37611,6,9,10
36793,12,11,13
26823,8,13,15
27005,12,13,15
28446,13,15,15
38995,7,7,9
29547,12,13,18
34624,9,6,12
37464,15,16,19
31487,10,15,16
32433,8,13,18
35906,5,7,8
31799,7,14,14
27208,10,14,15
29865,14,17,17
33168,14,22,23
31801,12,16,18
32849,10,9,10
28810,15,15,18
32313,13,18,21
38639,19,13,23
28018,11,11,16
28982,18,16,20
36461,8,10,11
28842,11,12,16
30210,15,11,19
31834,9,7,11
29335,14,14,19
27371,8,8,12
28402,10,14,16
30757,15,15,18
29162,10,12,15
31987,5,6,10
30652,7,9,9
31643,11,11,17
37912,12,15,18
33007,15,10,20
29166,8,10,12
34858,5,6,10
30582,12,11,20
35907,6,7,8
31312,6,8,8
29881,13,10,17
26795,9,13,14
32729,9,16,17
29859,12,18,19
27587,8,9,10
35951,5,6,7
29520,13,10,18
26630,11,16,17
31836,12,10,19
30772,11,10,11
29555,20,18,22
33569,10,13,13
29714,17,20,20
36265,10,9,12
31702,3,8,8
37477,9,13,16
27001,12,13,18
32869,8,12,15
37466,16,14,17
27192,16,13,20
32852,6,9,10
27991,8,10,16
32146,6,7,8
32006,6,5,8
36446,9,11,14
31295,7,8,9
29538,7,8,9
27770,4,8,10
31500,7,8,10
38060,10,13,19
37923,8,8,8
29146,11,12,17
35719,6,6,9
33211,8,6,10
29345,11,10,14
36287,4,7,8
28035,12,15,18
27376,10,13,16
29850,12,10,18
35170,9,8,11
32011,11,9,15
29525,11,5,12
29363,9,15,17
32577,16,15,20
31841,16,11,22
40388,16,12,18
31281,13,17,19
35369,4,4,6
27002,3,6,11
31300,7,6,10
34118,12,10,16
26790,13,16,19
31982,3,7,9
38101,7,10,14
34664,12,13,17
32158,8,8,22
33386,8,5,11
31869,9,7,10
33016,17,13,22
32847,9,14,15
27181,7,8,9
33053,5,7,8
27585,7,12,14
27985,16,19,20
33362,14,13,17
31280,9,11,16
30064,10,11,16
30977,7,9,13
36483,11,11,17
30419,8,7,10
27978,10,6,18
28658,9,15,17
33207,11,12,16
31099,11,14,18
31151,9,11,16
36443,8,6,12
35748,11,14,16
33920,5,5,8
28419,13,12,16
37320,14,14,19
26793,6,5,9
32867,6,5,7
28436,5,9,10
31513,11,9,15
38242,4,9,10
31465,9,12,13
26611,9,8,10
37612,10,9,10
27979,17,15,20
27756,7,13,14
32181,6,8,8
32443,8,6,9
27196,10,11,20
34685,6,10,10
29330,20,19,21
31294,6,8,8
28989,10,15,16
37159,4,7,9
30965,6,8,9
33022,15,16,18
32397,13,15,20
36983,8,8,9
29400,3,7,7
33413,8,7,10
35177,10,13,15
35536,5,10,12
29515,14,17,20
27007,11,13,15
27580,13,13,16
36625,4,6,7
30203,14,11,19
26468,12,12,17
36110,9,8,12
33602,9,11,11
27193,8,13,20
34283,9,10,11
33730,10,10,13
32394,9,6,10
31684,12,14,16
36433,8,8,12
27602,14,12,16
36487,9,11,12
26613,9,8,10
27559,13,16,18
38077,4,7,9
37164,9,5,11
31672,9,11,11
27012,7,6,10
28997,7,9,9
32832,7,7,11
31824,2,4,6
29001,5,10,11
29395,7,8,9
28416,7,10,11
37178,15,13,19
30774,8,12,12
27772,10,14,15
29866,13,17,17
32393,9,13,13
32141,4,11,11
29695,10,11,15
35753,6,7,11
37163,13,12,16
33181,13,17,17
36827,13,15,17
32155,5,9,9
32133,7,12,13
28615,9,12,16
30396,5,7,8
26428,14,11,17
36995,14,15,18
35531,5,8,9
32151,11,14,18
37329,11,9,12
27386,15,10,20
26444,11,13,17
27011,17,10,18
31866,6,8,9
33947,8,10,10
33737,14,15,18
28992,7,9,16
36260,8,10,10
31988,6,11,11
28241,15,16,18
33018,9,8,10
27389,20,12,24
31103,6,9,15
34810,7,10,12
27429,11,11,15
28833,8,10,16
33541,4,7,7
35543,12,12,16
34288,14,14,18
33769,5,8,8
33354,10,11,14
28181,14,12,19
37469,8,9,11
31336,9,13,15
33560,8,10,11
37902,12,12,17
29692,14,12,17
32281,17,15,21
29358,4,5,9
32827,7,9,9
33794,13,16,19
27764,14,10,18
38997,8,8,11
37188,17,10,17
34119,14,14,19
28817,6,6,9
30617,7,10,12
31991,5,7,7
29379,4,8,8
31829,13,11,18
28005,7,7,8
36279,8,5,13
31277,9,9,12
36801,8,9,10
29845,14,16,22
27216,16,18,24
32312,7,7,8
31279,18,13,25
26454,8,14,14
36810,8,8,12
32164,11,14,17
27205,10,14,15
32547,12,12,18
32709,14,17,17
34692,9,10,11
28185,14,16,18
27173,12,14,15
37901,5,12,16
27549,13,14,18
32682,12,16,18
31492,9,16,18
30074,9,11,11
36610,10,9,14
31121,7,9,11
33199,7,9,9
34501,6,9,9
36978,12,15,17
38082,9,14,16
34278,8,8,13
32458,10,13,19
31470,12,13,16
31318,6,8,10
27570,14,16,17
28606,12,9,14
34688,8,5,9
32834,6,8,9
29214,12,15,17
32609,11,16,18
28392,7,11,11
29542,9,14,15
37749,17,21,22
27984,12,13,16
27606,6,6,11
28388,10,11,14
27824,6,11,18
27194,8,12,16
32306,8,7,11
33756,11,5,11
38084,11,16,19
33360,10,8,12
31292,7,6,9
30947,7,11,11
26643,12,15,17
34674,16,16,23
27174,6,7,10
26617,7,6,9
32427,6,11,15
29550,13,10,17
30575,7,5,8
32554,13,11,16
31102,17,18,20
37017,12,17,18
31474,9,16,16
28244,17,13,20
33415,9,12,12
27564,12,15,17
30228,6,6,11
27997,18,12,21
34820,13,10,13
28806,10,9,15
28204,7,8,9
26986,9,8,9
31469,15,14,18
35349,11,10,11
32987,11,15,18
29870,14,15,16
35783,11,6,15
30972,12,13,21
34476,12,16,17
37326,8,9,9
30035,9,13,15
27033,6,7,10
30467,6,5,12
34819,9,10,18
31498,9,14,16
26999,11,6,15
26642,15,10,18
30415,12,8,15
34831,11,13,16
37468,9,9,12
27609,17,17,21
29915,6,8,10
30056,9,6,11
31642,10,10,13
33003,6,8,10
26809,16,16,19
30439,8,9,12
29887,15,15,22
33544,5,6,11
31152,11,14,16
37929,12,9,15
38076,11,14,14
31464,12,13,17
29682,20,19,23
36598,10,16,18
26806,5,7,8
34145,15,16,20
38815,4,8,12
34331,7,12,15
31845,11,14,18
32567,11,13,14
34286,8,12,14
36597,3,8,9
27367,9,9,10
35912,7,7,10
32430,4,9,9
27581,11,11,17
26991,8,5,13
33948,12,7,13
36803,7,6,11
26465,7,8,10
26450,5,10,10
33931,6,8,9
28230,12,13,18
36984,6,9,9
30284,8,7,15
32546,15,14,19
33726,7,8,12
33051,5,9,11
35747,5,7,9
30411,3,6,8
28996,4,6,11
28831,13,13,19
26824,8,13,16
38821,6,11,16
29587,6,7,10
32993,4,7,13
29689,13,15,22
25900,15,17,21
30749,13,6,16
34271,6,6,15
27170,12,13,18
34816,10,16,19
31802,17,14,24
29717,9,9,18
26624,5,7,9
30766,11,12,17
30758,12,13,18
33235,6,9,9
33554,8,9,10
29324,13,13,21
33397,5,5,7
33048,9,11,12
33923,6,8,9
28972,16,14,18
38081,14,16,22
38068,10,14,16
34495,18,17,23
34861,17,13,18
31109,12,13,15
33555,10,12,17
31659,12,12,13
31817,11,7,12
33549,8,10,10
27969,11,15,16
27813,13,14,14
36092,7,10,10
31123,6,11,12
33924,6,10,10
36454,9,9,10
30583,10,8,11
31514,16,20,20
28396,4,6,6
31120,6,8,11
34282,11,14,16
33020,11,7,12
32875,7,8,10
27187,10,12,18
33921,11,10,11
32886,9,8,11
29722,12,16,17
26989,14,17,22
31654,9,8,12
27355,11,15,16
32398,12,16,19
31494,7,9,10
36616,9,9,11
28233,11,19,20
29843,6,9,9
30613,7,9,9
36448,9,10,10
33990,16,14,22
31111,14,14,15
30801,14,14,17
31990,9,11,12
30405,8,6,10
34504,5,10,10
32565,8,12,16
29551,13,15,18
32295,8,9,9
27554,9,5,12
33373,14,14,19
30797,5,7,11
37158,11,12,16
34642,10,16,19
31529,5,9,11
36119,7,8,10
29712,11,12,16
26608,13,13,17
33186,15,17,20
35008,12,16,18
33010,10,13,18
32299,9,12,12
27422,13,12,16
31495,5,8,9
32030,7,5,9
28826,12,13,16
35578,7,11,18
31096,9,16,16
32845,14,18,23
26982,11,13,16
26083,7,11,16
30277,5,7,7
31686,15,16,18
26452,11,12,16
28226,9,10,14
33231,8,8,11
31977,6,10,11
33029,12,11,18
31850,13,12,20
30426,11,15,17
29348,3,6,8
32431,9,8,10
37610,6,7,10
32989,7,11,16
29042,15,15,19
31518,3,6,7
32872,7,8,9
37750,12,16,17
32839,10,10,14
32435,12,15,17
30773,9,7,9
30632,9,5,13
30764,11,9,11
38447,17,13,23
29321,12,16,18
35532,7,10,10
33559,9,6,9
31324,11,13,17
30932,12,12,15
30622,6,5,7
34447,14,12,21
31835,7,10,10
32413,7,9,10
29889,4,8,9
31313,6,10,11
30045,6,8,12
27577,9,8,11
38837,12,18,20
27013,10,13,16
31640,10,16,17
33785,8,6,12
29583,4,7,8
29002,7,9,9
26974,7,9,10
36797,6,6,13
28596,11,11,15
37625,12,12,16
27209,14,14,16
30591,15,17,17
34117,10,8,15
30942,10,9,11
33195,17,18,20
30980,10,11,14
26270,14,14,17
28231,9,15,18
29190,13,11,15
28647,8,11,12
36626,7,8,9
30609,15,15,19
27405,7,8,10
37894,9,15,19
29518,12,15,17
27182,12,16,17
37315,10,12,17
32994,11,11,12
33378,6,8,12
33603,8,10,11
34817,14,18,19
32005,19,13,23
35577,14,14,21
28845,6,12,15
29369,9,13,18
31682,4,7,7
30619,6,10,10
28434,8,11,11
31867,6,8,11
36431,7,13,14
32278,12,13,17
36290,8,11,18
31310,2,8,9
33191,13,16,21
28010,17,18,21
32603,4,10,11
30761,12,12,20
33236,4,7,8
32297,17,13,19
28860,10,13,15
30421,9,8,13
31147,14,14,19
27974,13,21,21
29218,7,8,10
29703,12,15,19
27027,6,7,8
30616,6,8,8
30768,9,11,15
32405,11,12,17
33926,8,9,9
28009,10,13,16
28988,10,13,16
28384,14,12,18
36460,4,8,12
28227,12,13,20
30209,10,9,14
33935,14,15,16
30924,15,17,19
32002,9,15,17
27994,9,10,11
33365,10,11,12
29707,12,11,15
32582,13,16,19
30608,8,12,14
36615,9,4,15
29337,6,8,9
27620,14,13,15
37748,18,18,22
31319,5,7,10
36269,12,17,20
33556,14,11,17
30248,9,9,18
27981,9,15,16
34626,15,14,20
31351,4,9,10
34815,10,8,13
36259,11,12,22
33179,4,7,9
27565,8,10,15
34828,9,11,12
33731,6,9,11
30620,10,5,12
26834,5,6,8
27809,8,9,14
30765,6,6,10
31667,8,8,12
38635,8,13,15
28184,15,11,18
34640,18,11,21
33929,7,6,9
30051,12,14,17
27021,5,6,7
32542,12,11,17
28641,5,10,11
37344,15,15,18
33197,7,9,10
31119,8,7,11
33934,9,13,20
31482,9,5,12
36275,4,8,9
37618,6,8,10
30469,6,9,10
27362,8,6,10
34636,10,8,13
31662,12,15,16
39176,14,19,19
28003,14,11,17
33784,8,11,12
28849,6,9,11
33744,12,11,13
30759,8,13,17
31968,12,15,18
34105,12,15,16
32854,4,6,11
30038,9,12,13
27028,10,11,12
35368,6,8,8
32712,12,14,17
30235,12,16,21
28639,7,9,11
27619,15,20,21
30921,8,9,10
29509,7,8,11
28634,9,8,11
27977,9,11,11
27966,13,12,18
26612,10,11,12
29399,11,11,11
26447,7,8,10
27369,12,13,17
30929,10,11,15
30211,14,10,18
35767,10,15,17
30413,5,5,10
32275,6,7,14
28636,11,9,13
29884,11,11,14
32436,4,11,12
35544,12,17,17
28006,8,8,8
32136,15,13,18
35175,4,8,8
30061,10,11,12
28225,11,12,15
30435,8,9,9
31807,7,7,8
31126,13,14,17
32269,10,13,13
36604,4,8,10
30940,10,15,18
35198,8,10,11
35901,5,8,10
38645,8,11,12
29549,17,15,23
39790,12,16,19
32540,14,11,19
27561,2,7,9
32429,4,4,10
30453,7,9,9
29155,8,7,12
30944,3,9,9
28178,12,14,14
28809,11,8,17
29679,8,10,12
27417,6,10,10
35360,10,10,18
31844,9,9,13
30024,17,15,18
30390,12,16,17
38999,17,17,19
28616,17,16,18
27807,9,14,15
32591,6,8,8
31476,14,13,21
26636,8,11,11
30750,12,14,17
32684,12,17,21
31118,11,9,14
31806,5,6,8
37167,6,8,9
34849,9,16,17
33547,11,13,15
38245,16,16,21
35358,9,11,15
27000,13,14,14
31533,6,13,14
32307,4,9,9
27353,12,15,19
34857,12,18,19
32838,9,13,13
34997,9,10,10
28795,13,15,17
29029,5,7,8
28243,10,9,13
28841,6,9,10
31503,6,9,10
34507,7,8,9
37743,8,4,11
29539,6,8,16
30612,7,5,11
27995,8,10,12
35001,6,6,7
26970,9,9,10
27410,9,9,10
37745,3,7,7
34111,5,5,9
29326,11,15,20
29885,15,17,22
32853,6,8,9
38061,12,19,19
29696,10,14,16
33977,9,11,11
32293,10,13,14
33795,7,10,10
36599,6,8,8
26825,15,13,18
33223,11,9,12
27825,9,13,15
34128,5,9,9
36975,14,15,19
29147,13,16,17
31980,8,11,14
34102,5,10,10
28176,7,10,10
30576,14,16,25
32738,6,4,10
30456,12,9,14
35351,9,7,10
32144,10,7,13
27811,10,14,16
34868,8,9,11
30634,7,8,9
36828,10,13,17
31706,10,12,15
37169,6,11,11
31543,9,8,12
28610,15,14,19
37471,11,12,17
33739,8,11,15
31138,4,9,9
38067,16,19,20
29328,9,15,16
36618,5,10,11
27203,6,13,14
27197,8,11,21
31100,12,16,18
38637,10,14,21
36088,7,9,12
29559,10,9,13
30611,8,11,11
33192,13,15,17
27569,12,13,20
26971,12,10,19
30594,7,7,9
32153,12,15,18
28245,9,13,14
31490,4,6,8
33001,6,9,9
28643,11,9,24
38990,14,16,18
35717,6,9,9
33004,6,6,9
32180,7,10,11
36982,11,20,20
33936,9,10,10
30598,9,8,13
28850,11,9,13
32414,7,11,11
36805,9,11,11
35902,3,9,9
36790,4,9,9
29552,11,11,18
35348,8,8,11
35722,7,8,9
28801,10,13,15
28401,7,8,9
34645,9,6,9
30984,11,14,15
27617,7,5,11
31110,7,7,13
34112,8,8,12
34307,13,12,18
32717,13,11,17
27989,13,11,18
31646,10,9,16
32733,15,13,17
31967,14,12,16
33746,11,10,14
32305,4,7,13
30070,7,9,10
38820,13,12,19
33734,10,8,10
35765,8,15,15
37317,6,11,11
33735,8,12,12
27421,10,13,18
34633,8,12,12
29564,7,11,11
28854,5,9,10
27760,11,7,16
27616,6,7,13
38647,13,13,15
32272,13,15,15
35919,9,9,9
29879,5,5,8
34276,7,11,11
33561,4,9,9
31484,12,12,16
31308,8,8,9
36091,6,7,8
30776,4,10,10
27787,7,8,8
35200,5,9,9
31316,6,8,9
30442,6,6,10
27180,7,9,10
28976,10,10,11
34165,8,11,12
34270,12,17,19
31297,10,12,18
34818,13,11,17
27815,6,9,10
36277,7,9,13
27426,15,15,17
32581,10,17,17
27364,6,10,11
36437,5,5,8
36311,9,13,15
35915,19,16,21
32713,16,10,20
36834,14,16,17
36459,4,8,8
28449,7,9,10
36992,5,12,12
30588,10,10,13
34100,4,8,8
34492,13,10,18
38429,7,8,11
31970,6,7,11
31287,6,11,17
37921,11,18,18
38818,3,6,12
27582,16,17,22
29579,6,9,12
27789,13,16,20
31354,8,13,14
30927,7,11,12
36121,8,7,14
31179,6,9,11
31647,11,14,17
36270,15,16,21
33610,5,7,8
30204,6,8,10
29855,14,8,18
28001,10,11,15
34635,8,9,13
31660,10,10,12
29334,14,15,19
32572,14,19,20
34453,6,7,9
33361,15,10,17
30250,11,13,15
31483,3,8,8
29852,5,11,17
32538,13,9,15
29510,10,16,19
30063,12,13,20
35534,10,11,12
29543,16,17,21
30412,2,3,7
32009,9,11,16
29016,9,12,15
32745,11,10,15
29739,6,10,11
29393,9,10,11
27547,7,9,9
29727,6,7,10
35540,8,14,15
32290,12,13,17
28598,15,15,20
27594,12,8,13
26804,4,7,7
40241,15,16,18
35909,10,8,11
31158,8,6,15
28000,9,11,11
32274,13,12,18
36603,8,9,12
30775,9,8,10
36596,8,11,11
28588,5,8,8
26627,5,8,9
31849,13,12,14
34292,9,10,11
31865,11,6,15
27805,13,17,20
29343,5,6,7
35720,7,5,11
26797,9,9,14
36967,9,7,13
30254,8,8,12
26820,16,9,20
27411,7,6,9
30792,7,10,11
32412,11,13,15
26977,11,12,17
30291,7,5,13
30922,3,8,9
38448,6,11,14
32888,3,5,8
33178,8,5,11
38634,17,15,20
30243,14,14,16
32145,7,9,11
30597,7,5,10
29018,5,6,8
31116,7,9,10
29706,7,12,17
32399,16,13,19
28822,5,6,11
29163,10,11,14
32555,8,6,13
28661,12,10,18
28848,7,9,10
33357,11,11,11
27030,8,8,10
35904,8,6,9
36600,8,10,10
27803,15,17,21
35908,7,8,10
28409,4,8,8
28422,17,22,24
26840,13,11,17
28015,17,16,21
28021,8,7,9
34502,5,7,8
29148,14,17,20
29566,5,8,9
29720,6,8,9
33601,8,9,11
28659,6,7,12
28830,14,14,23
32578,8,11,11
34323,9,13,13
32726,7,8,10
27762,12,14,19
29506,16,18,22
27605,7,8,12
35724,5,10,10
34317,7,5,9
31489,10,12,13
34630,9,10,12
28398,19,11,21
26992,5,4,8
30092,13,13,15
26818,7,6,9
32031,9,8,10
36453,10,6,11
32688,8,7,8
36985,9,9,11
31115,7,9,9
28410,7,7,8
34334,8,8,10
33204,9,18,19
27599,11,13,13
28198,10,11,11
35928,7,6,10
31648,15,16,18
33364,7,7,10
28821,6,9,9
31299,8,7,11
29726,4,7,9
33396,4,9,9
31501,9,10,10
26427,6,8,8
30048,11,17,17
37160,5,8,9
38244,9,6,14
33202,7,7,9
37462,8,9,11
31306,7,7,11
28011,8,14,16
33774,6,7,8
27567,6,8,9
31851,5,7,9
32696,12,14,17
37475,16,18,22
32167,8,3,10
33000,8,10,10
36258,7,14,14
32691,6,9,10
27982,12,13,17
33012,11,13,17
36106,6,5,10
31496,14,13,20
31813,8,7,15
34279,6,7,10
32866,4,8,9
32822,15,16,20
32401,10,8,13
33406,7,9,9
33194,20,12,24
28438,8,10,12
37616,13,9,17
34682,5,6,9
30607,8,10,10
29848,6,7,12
28445,9,9,10
31537,8,10,10
36628,8,9,10
35754,8,11,11
28847,15,14,19
38632,9,6,12
27970,16,17,23
29203,10,6,11
32128,17,17,23
33176,8,4,11
27420,6,8,8
31328,9,12,13
28199,11,12,16
32826,5,6,10
36613,6,9,10
31321,6,9,10
29519,11,12,15
28448,9,9,14
36434,12,7,13
30614,4,11,11
34103,9,9,10
30785,4,8,8
31122,10,10,14
36263,5,8,8
32544,8,10,13
37171,8,10,11
30949,11,12,16
30206,9,9,10
35535,7,7,8
33988,6,5,13
27783,14,14,17
30057,5,9,10
30955,2,8,10
34164,8,7,9
33017,7,9,10
35375,8,10,11
34272,6,10,11
29875,11,12,17
26796,4,11,11
35372,8,8,10
29176,7,9,9
32008,12,19,19
37746,11,11,14
32599,8,7,11
29891,10,11,14
29586,10,12,16
28812,8,9,11
33754,4,7,8
32858,11,15,16
32418,8,9,11
31669,7,8,11
31681,8,8,12
35346,8,7,11
30441,6,8,10
30795,6,10,10
36120,6,8,8
28837,4,7,9
31104,9,10,11
29153,12,17,18
33230,6,9,11
31652,5,10,10
32592,9,9,14
34109,6,7,11
38252,10,11,12
37465,6,9,9
36438,3,8,8
36605,8,7,10
44995,74,77,106
46079,34,40,52
47068,64,87,116
36004,31,47,59
44504,69,89,105
45670,266,323,411
45799,70,83,113
48309,63,82,111
39743,31,39,50
38987,70,73,99
44804,31,42,48
45793,64,72,96
36234,59,84,104
43298,29,41,50
35645,30,38,51
47731,31,43,50
45100,66,80,108
44750,77,91,105
47807,43,47,62
44505,75,97,113
45697,38,43,56
46195,61,73,93
47051,68,85,101
47808,32,41,53
34770,31,40,47
48500,30,37,43
34927,33,45,66
38762,71,92,108
42431,66,86,103
47583,40,46,56
35504,32,49,52
45792,76,94,117
46186,83,83,114
38976,32,47,53
47657,30,39,61
47079,40,50,57
42432,64,80,99
47399,36,45,50
44625,67,75,99
47871,30,46,54
45217,79,96,118
35098,67,91,105
47729,33,36,47
45677,74,74,104
47080,44,46,64
35824,36,44,55
48209,72,79,119
32817,33,39,54
43898,31,40,52
45694,47,47,62
42540,272,331,434
47724,54,74,90
45330,34,42,52
47064,67,76,96
42538,25,41,51
47940,41,46,60
46056,64,88,104
47067,70,74,99
45675,64,91,108
36908,30,41,47
46044,75,80,116
34745,65,71,105
47799,40,47,58
46204,65,79,98
42816,38,45,53
42419,34,46,52
32527,41,47,60
35823,31,39,58
46483,34,43,57
47727,31,42,50
46476,43,50,61
48428,67,81,102
47794,42,46,57
47587,72,91,107
46330,70,80,108
46070,269,340,422
47498,35,33,52
46940,68,92,111
45925,58,77,97
47732,36,45,57
45678,76,85,112
41952,37,39,61
42430,85,100,111
35101,68,83,101
42093,43,46,63
47177,59,88,109
42288,30,39,55
48262,66,81,103
33127,69,94,108
47995,31,35,54
46947,32,39,60
46475,35,48,58
35885,39,40,53
42563,74,84,105
45449,29,38,46
45112,69,92,115
44994,80,80,115
42854,40,47,59
46355,27,42,50
32530,31,39,53
42439,39,48,56
47393,37,50,61
46048,68,89,104
45224,270,307,413
34928,33,45,49
35121,26,45,56
48427,59,82,95
45916,59,83,102
36014,31,35,57
45915,70,79,113
38012,24,37,55
46369,28,45,51
38607,74,92,110
46067,261,340,420
46194,35,47,58
46722,37,47,54
45808,73,80,105
42190,36,38,59
45924,66,79,99
48106,67,84,112
47664,27,41,52
45795,68,82,102
34562,62,86,103
48649,34,37,53
45673,70,81,113
34934,54,78,97
45803,88,92,116
47934,29,30,48
45929,69,78,109
33300,48,40,61
34564,37,40,50
42933,34,39,49
45785,67,83,103
35651,60,81,100
42801,40,42,55
44877,66,85,108
47398,78,87,114
38405,33,42,54
45674,255,314,414
46466,66,78,102
46357,39,48,57
37879,40,46,57
46576,30,37,53
32678,37,47,50
42556,32,41,52
47801,30,32,42
47291,60,74,102
47745,36,42,56
43188,44,37,67
45797,300,342,438
48824,51,67,95
43798,40,46,59
47280,69,78,108
43912,75,80,112
46234,38,42,52
47381,57,82,103
45937,296,343,439
42949,41,46,54
46707,41,42,56
47053,29,34,45
45798,61,70,99
39432,28,48,55
42817,61,83,97
47660,31,45,55
45222,283,347,427
46046,64,85,108
46464,32,39,55
44388,67,77,100
48054,38,46,56
47176,39,50,59
48261,67,77,100
44383,38,34,54
44454,41,47,50
47497,76,79,107
33123,33,39,51
42945,61,78,100
33131,36,41,51
42172,37,47,58
43799,26,35,44
44628,70,74,92
36398,36,43,52
48347,63,82,103
33882,29,45,54
45794,39,41,52
43197,68,74,102
33505,251,317,410
45809,80,88,114
33310,281,349,430
39742,42,44,57
45696,36,48,59
47864,37,49,57
48608,27,41,46
44996,76,86,111
44751,69,70,109
47723,86,96,115
44503,38,35,50
46207,67,79,97
46470,25,39,47
42802,42,37,52
45664,64,77,102
42311,35,33,55
36017,36,41,51
33320,30,41,53
44874,80,89,114
48386,78,70,117
42291,31,41,55
43794,66,88,107
47988,65,77,98
47392,28,35,44
46460,33,38,54
42688,90,98,121
44507,80,80,117
48499,33,35,49
47725,86,94,120
41685,34,31,52
47730,35,43,54
41216,33,43,55
33137,43,48,58
38406,75,86,104
47487,33,38,47
47189,26,34,49
46342,38,46,63
48704,28,35,50
45665,64,86,110
48049,37,40,56
34398,38,40,52
43680,72,89,116
46465,30,38,53
44626,36,43,58
47400,33,40,55
45791,65,80,100
47802,28,43,53
42667,38,38,50
44455,38,43,54
48575,44,45,66
45672,62,75,111
47408,29,35,50
42803,33,42,50
40678,33,42,51
48607,32,40,50
34747,71,79,103
46474,30,34,49
43596,30,35,52
44749,77,88,119
47495,39,43,51
48151,31,37,47
46830,37,37,56
46819,72,85,100
45939,34,41,52
40953,33,36,54
46217,38,42,55
41112,42,40,57
37116,32,48,58
41322,40,35,50
48862,59,79,97
42812,38,36,53
46045,61,72,97
44898,32,35,50
46723,35,42,53
35831,38,41,53
46717,80,80,116
48385,79,85,112
40333,38,39,59
42561,66,80,106
46596,31,48,57
48534,31,45,57
34961,39,41,49
47925,17,26,51
33877,35,45,59
48425,27,40,46
45938,56,69,95
46212,37,44,55
47736,45,46,62
46818,32,40,56
47859,36,43,60
47651,36,42,55
48346,67,83,108
48205,63,80,105
45582,29,41,51
47507,39,39,54
33132,34,43,56
47496,33,41,51
42411,34,40,50
45219,75,84,107
48204,64,75,101
42409,27,36,46
34062,29,33,45
48264,72,84,112
42440,34,35,57
42539,27,38,51
35458,32,43,61
43580,36,45,54
45912,67,84,109
34748,67,73,105
38977,31,35,47
47987,68,95,108
44508,73,82,107
48384,68,80,117
44627,75,90,107
48464,37,42,55
48570,41,40,55
48105,43,40,63
44385,72,89,105
42681,44,50,58
44875,66,78,112
45471,37,44,60
44752,75,81,113
42555,33,45,46
36057,23,38,56
42691,78,101,116
40926,90,99,127
44194,47,47,66
46808,35,37,55
47281,66,89,110
32959,32,49,55
48424,45,50,62
45914,72,81,107
45338,33,48,56
47923,72,81,104
34749,61,71,97
46047,86,88,117
48211,30,43,45
34565,41,44,56
46724,39,52,53
46250,35,42,52
41804,32,42,50
47924,38,44,59
36535,28,45,52
46450,33,41,51
46451,38,35,57
45783,70,80,100
44873,61,78,100
32964,40,42,55
46334,35,40,51
38595,42,46,60
46589,29,45,54
48861,76,99,113
47796,46,46,61
32531,35,50,57
42680,22,36,42
47380,77,74,107
48101,36,45,57
43582,34,35,43
47062,38,39,59
47188,30,43,49
42410,36,46,53
41485,32,38,50
41951,37,42,53
45913,73,76,109
46721,37,48,56
45976,47,42,61
45784,77,71,110
34929,53,69,88
48263,75,90,120
38402,41,39,57
45110,33,40,54
42807,32,46,54
45782,72,75,100
45339,79,84,108
36396,24,38,41
42175,44,46,62
43297,28,41,51
45844,32,43,53
37096,26,28,46
42310,27,36,45
32810,30,40,51
48569,26,35,46
34563,77,87,119
34767,33,38,54
47795,36,32,50
47576,34,42,53
41251,34,34,50
46233,27,44,50
47586,36,41,52
34379,32,44,51
47869,34,48,55
47592,31,39,50
43198,56,78,102
46251,44,46,63
46076,32,40,50
33511,30,36,49
42562,70,77,98
42567,34,53,58
36016,34,46,57
44506,58,82,97
35644,30,41,48
34933,75,85,106
46836,39,45,60
47861,34,39,53
43195,56,81,100
33125,25,33,38
37110,35,39,53
48345,63,72,98
42670,23,37,45
47585,26,41,45
47932,32,41,55
34396,33,46,54
35892,31,38,48
47866,36,40,51
47684,34,40,54
48426,72,91,107
43685,32,39,49
42289,45,45,59
36402,48,45,66
34744,73,81,106
47797,31,39,50
35836,30,41,50
39433,41,50,57
46335,87,82,117
44748,73,88,108
36216,42,32,51
48467,78,85,103
46469,41,47,60
34404,43,39,51
42669,34,42,53
48207,73,91,105
44629,59,102,107
43299,61,75,105
47862,29,40,51
36395,35,38,53
48215,27,36,47
47669,35,44,54
43060,36,44,64
38809,30,37,49
41724,33,34,52
35863,31,40,53
47654,27,40,47
34242,37,36,53
45923,41,49,57
34383,42,53,55
46706,27,41,49
45259,28,36,50
47653,36,49,55
34746,76,86,115
48310,72,75,99
46934,35,40,50
35707,34,43,53
47999,31,41,50
42287,40,45,53
44444,40,39,52
42595,37,41,50
48576,40,54,57
46230,31,46,54
40928,32,41,53
46378,28,34,50
42191,30,40,48
46597,31,34,48
40803,43,43,60
46071,35,44,55
47735,32,33,52
34406,28,33,44
